Player Id,Player Name,2022/2023,2023/2024,2024/2025,2024/2025
31,CJ McCollum,"$33,333,333 ","$35,802,469 ","$33,333,333 ","$30,666,666 "
32,Nikola Jokic,"$33,047,803 ","$46,550,000 ","$50,274,000 ","$53,998,000 "
33,James Harden,"$33,000,000 ","$35,640,000 ",$0 ,$0 
34,Jamal Murray,"$31,650,600 ","$33,833,400 ","$36,016,200 ",$0 
34,Brandon Ingram,"$31,650,600 ","$33,833,400 ","$36,016,200 ",$0 
36,D'Angelo Russell,"$31,377,750 ",$0 ,$0 ,$0 
37,Michael Porter,"$30,913,750 ","$33,386,850 ","$35,859,950 ","$38,333,050 "
37,Shai Gilgeous-Alexander,"$30,913,750 ","$33,386,850 ","$35,859,950 ","$38,333,050 "
37,Donovan Mitchell,"$30,913,750 ","$33,162,030 ","$35,410,310 ","$37,096,620 "
37,Deandre Ayton,"$30,913,750 ","$32,459,438 ","$34,005,126 ","$35,550,814 "
41,Kevin Love,"$30,556,968 ",$0 ,$0 ,$0 
42,Jayson Tatum,"$30,351,780 ","$32,600,060 ","$34,848,340 ","$37,096,620 "
42,Bam Adebayo,"$30,351,780 ","$32,600,060 ","$34,848,340 ","$37,096,620 "
42,De'Aaron Fox,"$30,351,780 ","$32,600,060 ","$34,848,340 ","$37,096,620 "
45,Gordon Hayward,"$30,075,000 ","$31,500,000 ",$0 ,$0 
46,Jaylen Brown,"$29,776,785 ","$31,830,357 ",$0 ,$0 
47,Jaren Jackson Jr,"$28,946,605 ","$27,102,202 ","$25,257,798 ","$23,413,395 "
48,Chris Paul,"$28,400,000 ","$30,800,000 ","$30,800,000 ",$0 
49,Kyle Lowry,"$28,333,334 ","$29,682,540 ",$0 ,$0 
50,Jalen Brunson,"$27,733,332 ","$26,346,666 ","$24,960,001 ","$24,960,001 "
51,DeMar DeRozan,"$27,300,000 ","$28,600,000 ",$0 ,$0 
52,Al Horford,"$26,500,000 ","$10,000,000 ","$9,500,000 ",$0 
53,Draymond Green,"$25,806,468 ","$27,586,224 ",$0 ,$0 
54,Julius Randle,"$23,760,000 ","$25,660,800 ","$27,561,600 ","$29,462,400 "
55,John Collins,"$23,500,000 ","$25,340,000 ","$26,580,000 ","$26,580,000 "
56,Mike Conley,"$22,680,000 ","$24,360,000 ",$0 ,$0 
57,Malcolm Brogdon,"$22,600,000 ","$22,500,000 ","$22,500,000 ",$0 
58,Anfernee Simons,"$22,321,429 ","$24,107,143 ","$25,892,857 ","$27,678,571 "
59,Nikola Vucevic,"$22,000,000 ",$0 ,$0 ,$0 
60,Terry Rozier,"$21,486,316 ","$23,205,221 ","$24,924,126 ","$26,643,031 "
61,Fred VanVleet,"$21,250,000 ","$22,824,074 ",$0 ,$0 
62,Buddy Hield,"$21,177,750 ","$19,279,841 ",$0 ,$0 
63,Domantas Sabonis,"$21,100,000 ","$22,000,000 ",$0 ,$0 
64,Jerami Grant,"$20,955,000 ",$0 ,$0 ,$0 
65,Mikal Bridges,"$20,100,000 ","$21,700,000 ","$23,300,000 ","$24,900,000 "
66,Jarrett Allen,"$20,000,000 ","$20,000,000 ","$20,000,000 ","$20,000,000 "
67,Nicolas Batum,"$19,700,319 ","$11,710,818 ",$0 ,$0 
68,Aaron Gordon,"$19,690,909 ","$21,266,182 ","$22,841,455 ","$22,841,455 "
69,Tim Hardaway Jr,"$19,602,273 ","$17,897,728 ","$16,193,183 ",$0 
70,Eric Gordon,"$19,568,360 ","$20,917,902 ",$0 ,$0 
71,Bojan Bogdanovic,"$19,550,000 ","$20,000,000 ","$19,032,850 ",$0 
72,Lonzo Ball,"$19,534,884 ","$20,465,117 ","$21,395,348 ",$0 
73,Spencer Dinwiddie,"$19,500,000 ","$20,357,143 ",$0 ,$0 
74,Danilo Gallinari,"$19,479,000 ","$6,802,950 ",$0 ,$0 
75,Caris LeVert,"$18,796,296 ",$0 ,$0 ,$0 
76,Joe Harris,"$18,642,857 ","$19,928,571 ",$0 ,$0 
77,Harrison Barnes,"$18,352,273 ",$0 ,$0 ,$0 
78,Clint Capela,"$18,206,896 ","$20,616,000 ","$22,265,280 ",$0 
79,Evan Fournier,"$18,000,000 ","$18,857,143 ","$19,000,000 ",$0 
79,Bogdan Bogdanovic,"$18,000,000 ","$18,700,000 ","$17,260,000 ","$16,020,000 "
81,Steven Adams,"$17,926,829 ","$12,600,000 ","$12,600,000 ",$0 
82,Jonathan Isaac,"$17,400,000 ","$17,400,000 ","$17,400,000 ",$0 
83,OG Anunoby,"$17,357,143 ","$18,642,857 ","$19,928,571 ",$0 
84,Gary Trent Jr,"$17,280,000 ","$18,560,000 ",$0 ,$0 
85,Marcus Smart,"$17,207,142 ","$18,583,713 ","$19,960,285 ","$21,336,856 "
86,Derrick White,"$17,142,857 ","$18,357,143 ","$19,571,429 ",$0 
87,Dejounte Murray,"$17,071,120 ","$18,214,000 ",$0 ,$0 
88,Mitchell Robinson,"$17,045,454 ","$15,681,818 ","$14,318,182 ","$12,954,546 "
89,Duncan Robinson,"$16,902,000 ","$18,154,000 ","$19,406,000 ","$19,888,000 "
90,Norman Powell,"$16,758,621 ","$18,000,000 ","$19,241,379 ","$20,482,758 "
91,Collin Sexton,"$16,700,000 ","$17,325,000 ","$18,150,000 ","$18,975,000 "
92,Markelle Fultz,"$16,500,000 ","$17,000,000 ",$0 ,$0 
93,Lauri Markkanen,"$16,475,454 ","$17,259,999 ","$18,044,544 ",$0 
94,Marcus Morris,"$16,372,093 ","$17,116,279 ",$0 ,$0 
95,Davis Bertans,"$16,000,000 ","$17,000,000 ","$16,000,000 ",$0 
96,Jusuf Nurkic,"$15,625,000 ","$16,875,000 ","$18,125,000 ","$19,375,000 "
97,Malik Beasley,"$15,558,035 ","$16,524,106 ",$0 ,$0 
98,Luguentz Dort,"$15,277,778 ","$15,277,778 ","$16,500,000 ","$17,722,222 "
99,Will Barton,"$15,059,712 ",$0 ,$0 ,$0 
100,Tyus Jones,"$15,000,000 ","$14,000,000 ",$0 ,$0 
101,Jonas Valanciunas,"$14,700,000 ","$15,435,000 ",$0 ,$0 
102,Derrick Rose,"$14,520,730 ","$15,596,339 ",$0 ,$0 
103,Kevin Huerter,"$14,508,929 ","$15,669,643 ","$16,830,357 ","$17,991,071 "
104,Christian Wood,"$14,317,459 ",$0 ,$0 ,$0 
105,Wendell Carter,"$14,150,000 ","$13,050,000 ","$11,950,000 ","$10,850,000 "
106,Kentavious Caldwell-Pope,"$14,004,703 ","$14,704,938 ","$15,440,185 ",$0 
107,Brook Lopez,"$13,906,976 ",$0 ,$0 ,$0 
108,Patrick Beverley,"$13,801,614 ",$0 ,$0 ,$0 
109,Doug McDermott,"$13,750,000 ","$13,750,000 ",$0 ,$0 
110,Luke Kennard,"$13,745,455 ","$14,763,636 ","$14,763,636 ",$0 
111,Zion Williamson,"$13,534,817 ","$33,500,000 ","$36,180,000 ","$38,860,000 "
112,Jordan Clarkson,"$13,340,000 ","$14,260,000 ",$0 ,$0 
113,Gary Harris,"$13,000,000 ","$13,000,000 ",$0 ,$0 
113,Kyle Kuzma,"$13,000,000 ","$13,000,000 ",$0 ,$0 
115,Josh Hart,"$12,960,000 ","$12,960,000 ",$0 ,$0 
116,Dorian Finney-Smith,"$12,939,848 ","$13,932,008 ","$14,924,167 ","$15,378,480 "
117,Kelly Olynyk,"$12,804,878 ","$12,195,122 ",$0 ,$0 
118,Chris Boucher,"$12,690,000 ","$11,750,000 ","$10,810,000 ",$0 
119,Kelly Oubre,"$12,600,000 ",$0 ,$0 ,$0 
120,Marvin Bagley,"$12,500,000 ","$12,500,000 ","$12,500,000 ",$0 
121,Robert Covington,"$12,307,692 ","$11,692,308 ",$0 ,$0 
122,Josh Richardson,"$12,196,094 ",$0 ,$0 ,$0 
123,Ja Morant,"$12,119,440 ","$33,500,000 ","$36,180,000 ","$38,860,000 "
124,Danny Green,"$11,710,528 ",$0 ,$0 ,$0 
125,Devonte Graham,"$11,550,000 ","$12,100,000 ","$12,650,000 ",$0 
126,Terrence Ross,"$11,500,000 ",$0 ,$0 ,$0 
127,Reggie Jackson,"$11,457,217 ",$0 ,$0 ,$0 
128,Dillon Brooks,"$11,400,000 ",$0 ,$0 ,$0 
129,Richaun Holmes,"$11,215,260 ","$12,046,020 ","$12,876,780 ",$0 
130,Dwight Powell,"$11,080,125 ",$0 ,$0 ,$0 
131,Paolo Banchero,"$11,055,120 ","$11,608,080 ","$12,160,800 ","$15,334,769 "
132,RJ Barrett,"$10,900,634 ","$23,883,929 ","$25,794,643 ","$27,705,357 "
133,Bobby Portis,"$10,843,350 ","$11,710,818 ","$12,578,286 ","$13,445,754 "
134,DeAndre Jordan,"$10,733,758 ",$0 ,$0 ,$0 
135,Anthony Edwards,"$10,733,400 ","$13,534,817 ","$17,595,263 ",$0 
136,Robert Williams,"$10,714,287 ","$11,571,429 ","$12,428,571 ","$13,285,713 "
137,Cade Cunningham,"$10,552,800 ","$11,055,360 ","$13,940,809 ","$18,123,052 "
138,PJ Tucker,"$10,490,000 ","$11,014,500 ","$11,539,000 ",$0 
139,Derrick Favors,"$10,350,803 ",$0 ,$0 ,$0 
140,Mo Bamba,"$10,300,000 ","$10,300,000 ",$0 ,$0 
141,Talen Horton-Tucker,"$10,260,000 ","$11,020,000 ",$0 ,$0 
142,Jae Crowder,"$10,183,800 ",$0 ,$0 ,$0 
143,Ivica Zubac,"$10,123,457 ","$10,933,333 ","$11,743,210 ",$0 
144,Reggie Bullock,"$10,012,800 ","$10,489,600 ",$0 ,$0 
144,Alec Burks,"$10,012,800 ","$10,489,600 ",$0 ,$0 
146,Chet Holmgren,"$9,891,240 ","$10,386,000 ","$10,880,640 ","$13,731,368 "
147,De'Andre Hunter,"$9,835,881 ","$20,089,286 ","$21,696,429 ","$23,303,571 "
148,Larry Nance Jr,"$9,672,727 ","$10,375,000 ","$11,205,000 ",$0 
149,James Wiseman,"$9,603,360 ","$12,119,440 ","$15,815,870 ",$0 
150,Landry Shamet,"$9,500,000 ","$10,250,000 ","$11,000,000 ","$11,750,000 "
151,Malik Monk,"$9,472,219 ","$9,945,830 ",$0 ,$0 
152,Jalen Green,"$9,441,840 ","$9,891,480 ","$12,483,048 ","$16,290,377 "
153,Jakob Poeltl,"$9,398,148 ",$0 ,$0 ,$0 
154,Nerlens Noel,"$9,391,069 ",$0 ,$0 ,$0 
155,Nicolas Claxton,"$9,350,000 ","$9,625,000 ",$0 ,$0 
156,Dario Saric,"$9,240,000 ",$0 ,$0 ,$0 
157,Royce O'Neale,"$9,200,000 ","$9,500,000 ",$0 ,$0 
158,Monte Morris,"$9,125,000 ","$9,800,926 ",$0 ,$0 
159,Mason Plumlee,"$9,080,417 ",$0 ,$0 ,$0 
160,Alex Caruso,"$9,030,000 ","$9,460,000 ","$9,890,000 ",$0 
161,Maxi Kleber,"$9,000,000 ","$11,000,000 ","$11,000,000 ","$11,000,000 "
162,Grayson Allen,"$8,925,000 ","$8,925,000 ",$0 ,$0 
163,Darius Garland,"$8,920,794 ","$33,500,000 ","$36,180,000 ","$38,860,000 "
164,Jabari Smith,"$8,882,640 ","$9,326,520 ","$9,770,880 ","$12,350,392 "
165,Isaiah Hartenstein,"$8,854,879 ","$9,245,121 ",$0 ,$0 
166,Kyle Anderson,"$8,780,488 ","$9,219,512 ",$0 ,$0 
167,Victor Oladipo,"$8,750,000 ","$9,450,000 ",$0 ,$0 
168,Daniel Theis,"$8,694,369 ","$9,108,386 ","$9,522,404 ",$0 
169,LaMelo Ball,"$8,623,920 ","$10,900,635 ","$14,301,633 ",$0 
170,Seth Curry,"$8,496,653 ",$0 ,$0 ,$0 
171,Evan Mobley,"$8,478,720 ","$8,882,640 ","$11,227,657 ","$14,730,686 "
172,Gary Payton II,"$8,300,000 ","$8,715,000 ","$9,130,000 ",$0 
173,Dewayne Dedmon,"$8,283,688 ","$2,748,674 ","$2,748,674 ",$0 
174,De'Anthony Melton,"$8,250,000 ","$8,000,000 ",$0 ,$0 
175,JaMychal Green,"$8,200,000 ",$0 ,$0 ,$0 
176,TJ McConnell,"$8,100,000 ","$8,700,000 ","$9,300,000 ",$0 
177,Keegan Murray,"$8,008,440 ","$8,409,000 ","$8,809,560 ","$11,144,093 "
178,Kevon Looney,"$8,000,000 ","$8,500,000 ","$9,000,000 ",$0 
178,Thaddeus Young,"$8,000,000 ","$8,000,000 ",$0 ,$0 
180,Delon Wright,"$7,804,878 ","$8,195,122 ",$0 ,$0 
181,Patrick Williams,"$7,775,400 ","$9,835,881 ","$12,973,527 ",$0 
182,Scottie Barnes,"$7,644,600 ","$8,008,680 ","$10,130,980 ","$13,362,763 "
183,Cedi Osman,"$7,426,088 ","$6,718,842 ",$0 ,$0 
184,Coby White,"$7,413,955 ","$9,942,113 ",$0 ,$0 
185,Zach Collins,"$7,350,000 ","$7,700,000 ",$0 ,$0 
186,Taurean Prince,"$7,295,000 ","$7,650,000 ",$0 ,$0 
187,Jaden Ivey,"$7,252,200 ","$7,614,480 ","$7,977,240 ","$10,107,163 "
188,Jae'Sean Tate,"$7,065,217 ","$6,500,000 ","$7,065,217 ",$0 
189,Isaac Okoro,"$7,040,880 ","$8,920,794 ","$11,828,974 ",$0 
190,Cody Martin,"$7,000,000 ","$7,560,000 ","$8,120,000 ","$8,680,000 "
191,Jalen Suggs,"$6,922,320 ","$7,252,080 ","$9,188,385 ","$12,183,799 "
192,Jaxson Hayes,"$6,803,012 ","$9,170,460 ",$0 ,$0 
193,Khem Birch,"$6,667,500 ","$6,985,000 ",$0 ,$0 
194,Bennedict Mathurin,"$6,586,800 ","$6,916,080 ","$7,245,720 ","$9,187,573 "
195,Patrick Mills,"$6,479,000 ","$6,802,950 ",$0 ,$0 
195,Bruce Brown,"$6,479,000 ","$6,802,950 ",$0 ,$0 
195,Caleb Martin,"$6,479,000 ","$6,802,950 ","$7,126,900 ",$0 
195,Lonnie Walker,"$6,479,000 ",$0 ,$0 ,$0 
195,Joe Ingles,"$6,479,000 ",$0 ,$0 ,$0 
200,Onyeka Okongwu,"$6,395,160 ","$8,109,063 ","$10,817,490 ",$0 
201,Josh Giddey,"$6,287,400 ","$6,587,040 ","$8,352,367 ","$11,142,057 "
202,Rui Hachimura,"$6,263,188 ","$8,486,619 ",$0 ,$0 
203,Rudy Gay,"$6,184,500 ","$6,479,000 ",$0 ,$0 
204,Jevon Carter,"$6,025,000 ","$2,239,943 ",$0 ,$0 
205,Shaedon Sharpe,"$6,012,960 ","$6,313,800 ","$6,614,160 ","$8,399,983 "
206,Cameron Payne,"$6,000,000 ","$6,500,000 ",$0 ,$0 
206,Otto Porter,"$6,000,000 ","$6,300,000 ",$0 ,$0 
208,Justin Holiday,"$5,987,975 ",$0 ,$0 ,$0 
209,Cam Reddish,"$5,954,454 ","$8,109,966 ",$0 ,$0 
210,Cameron Johnson,"$5,887,899 ","$8,060,533 ",$0 ,$0 
211,Ricky Rubio,"$5,853,659 ","$6,146,342 ","$6,439,025 ",$0 
212,Killian Hayes,"$5,837,760 ","$7,413,955 ","$9,942,114 ",$0 
213,PJ Washington,"$5,808,435 ","$7,992,407 ",$0 ,$0 
214,Jonathan Kuminga,"$5,739,840 ","$6,012,840 ","$7,636,307 ","$10,240,287 "
215,Pat Connaughton,"$5,728,393 ","$9,423,869 ","$9,423,869 ","$9,423,869 "
216,Tyler Herro,"$5,722,116 ","$27,000,000 ","$29,000,000 ","$31,000,000 "
217,Romeo Langford,"$5,634,257 ","$7,837,251 ",$0 ,$0 
218,Dyson Daniels,"$5,508,600 ","$5,784,120 ","$6,059,520 ","$7,707,709 "
219,JaVale McGee,"$5,461,219 ","$5,734,280 ","$6,007,341 ",$0 
220,Goga Bitadze,"$5,377,520 ","$2,066,585 ",$0 ,$0 
221,Obi Toppin,"$5,348,280 ","$6,803,012 ","$9,170,460 ",$0 
222,Franz Wagner,"$5,258,280 ","$5,508,720 ","$7,007,092 ","$9,445,560 "
223,Kendrick Nunn,"$5,250,000 ",$0 ,$0 ,$0 
224,Hamidou Diallo,"$5,200,000 ",$0 ,$0 ,$0 
225,Cory Joseph,"$5,155,500 ",$0 ,$0 ,$0 
225,Garrett Temple,"$5,155,500 ","$5,401,000 ",$0 ,$0 
227,Torrey Craig,"$5,121,951 ",$0 ,$0 ,$0 
228,Jeremy Sochan,"$5,063,520 ","$5,316,960 ","$5,570,040 ","$7,096,231 "
229,David Nwaba,"$5,022,000 ","$5,394,000 ",$0 ,$0 
230,Nickeil Alexander-Walker,"$5,009,633 ","$7,073,602 ",$0 ,$0 
231,Furkan Korkmaz,"$5,000,000 ","$5,370,370 ",$0 ,$0 
232,Deni Avdija,"$4,916,160 ","$6,263,188 ","$8,486,619 ",$0 
233,Davion Mitchell,"$4,833,600 ","$5,063,640 ","$6,451,077 ","$8,741,210 "
234,Johnny Davis,"$4,810,320 ","$5,050,800 ","$5,291,160 ","$6,746,229 "
235,Ty Jerome,"$4,728,948 ","$1,761,752 ",$0 ,$0 
236,Ishmael Smith,"$4,725,000 ",$0 ,$0 ,$0 
237,Jalen Smith,"$4,670,160 ","$5,043,773 ","$5,417,386 ",$0 
238,Ziaire Williams,"$4,591,680 ","$4,810,200 ","$6,133,005 ","$8,353,152 "
239,Ousmane Dieng,"$4,569,840 ","$4,798,440 ","$5,027,040 ","$6,670,882 "
240,Moe Harkless,"$4,564,980 ",$0 ,$0 ,$0 
241,Donte DiVincenzo,"$4,500,000 ","$4,725,000 ",$0 ,$0 
241,Jeff Green,"$4,500,000 ",$0 ,$0 ,$0 
243,Devin Vassell,"$4,437,000 ","$5,887,899 ","$8,060,534 ",$0 
244,Matisse Thybulle,"$4,379,526 ","$6,275,861 ",$0 ,$0 
245,Jarred Vanderbilt,"$4,374,000 ","$4,698,000 ",$0 ,$0 
246,James Bouknight,"$4,362,240 ","$4,570,080 ","$6,064,496 ","$8,302,295 "
247,Brandon Clarke,"$4,343,919 ","$12,500,000 ","$12,500,000 ","$12,500,000 "
248,Jalen Williams,"$4,341,480 ","$4,558,680 ","$4,775,760 ","$6,580,997 "
249,Grant Williams,"$4,306,281 ","$6,235,494 ",$0 ,$0 
250,Darius Bazley,"$4,264,628 ","$6,205,035 ",$0 ,$0 
251,Tyrese Haliburton,"$4,215,120 ","$5,808,435 ","$7,992,406 ",$0 
252,Nassir Little,"$4,171,548 ","$6,250,000 ","$6,750,000 ","$7,250,000 "
253,Josh Primo,"$4,144,320 ","$4,341,600 ",$0 ,$0 
254,Jalen Duren,"$4,124,280 ","$4,330,680 ","$4,536,840 ","$6,483,144 "
255,Gorgui Dieng,"$4,105,236 ",$0 ,$0 ,$0 
256,Danuel House,"$4,105,000 ","$4,310,250 ",$0 ,$0 
257,Boban Marjanovic,"$4,101,478 ",$0 ,$0 ,$0 
258,Justise Winslow,"$4,097,561 ",$0 ,$0 ,$0 
259,Dylan Windler,"$4,037,277 ","$5,959,021 ",$0 ,$0 
260,Stanley Johnson,"$4,022,164 ",$0 ,$0 ,$0 
261,Kira Lewis,"$4,004,280 ","$5,722,116 ","$7,913,686 ",$0 
262,George Hill,"$4,000,000 ",$0 ,$0 ,$0 
262,Terence Davis,"$4,000,000 ",$0 ,$0 ,$0 
264,Chris Duarte,"$3,936,960 ","$4,124,400 ","$5,893,768 ","$8,151,081 "
265,Alex Len,"$3,918,600 ",$0 ,$0 ,$0 
266,Ochai Agbaji,"$3,918,360 ","$4,114,200 ","$4,310,280 ","$6,383,525 "
267,Jordan Poole,"$3,901,399 ","$27,955,357 ","$30,151,786 ","$32,348,215 "
268,Keldon Johnson,"$3,873,024 ","$20,000,000 ","$19,000,000 ","$17,500,000 "
269,Sviatoslav Mykhailiuk,"$3,846,895 ",$0 ,$0 ,$0 
270,James Johnson,"$3,841,067 ",$0 ,$0 ,$0 
271,Aaron Nesmith,"$3,804,360 ","$5,634,257 ","$7,837,251 ",$0 
272,Moses Moody,"$3,740,160 ","$3,918,480 ","$5,803,269 ","$8,072,347 "
273,Mark Williams,"$3,722,040 ","$3,908,160 ","$4,094,280 ","$6,276,531 "
274,Cole Anthony,"$3,613,680 ","$5,539,771 ","$7,744,600 ",$0 
275,Corey Kispert,"$3,552,840 ","$3,722,040 ","$5,705,887 ","$7,976,830 "
276,AJ Griffin,"$3,536,160 ","$3,712,920 ","$3,889,920 ","$5,967,137 "
277,Goran Dragic,"$3,523,762 ",$0 ,$0 ,$0 
278,Mike Muscala,"$3,500,000 ","$3,500,000 ",$0 ,$0 
279,Georges Niang,"$3,465,000 ",$0 ,$0 ,$0 
280,Isaiah Stewart,"$3,433,320 ","$5,266,713 ","$7,399,731 ",$0 
280,Chuma Okeke,"$3,433,320 ","$5,266,712 ","$7,399,731 ",$0 
282,Trey Burke,"$3,423,750 ",$0 ,$0 ,$0 
283,Amir Coffey,"$3,395,062 ","$3,666,667 ","$3,938,271 ",$0 
284,Alperen Sengun,"$3,375,360 ","$3,536,280 ","$5,424,654 ","$7,621,638 "
285,Tari Eason,"$3,359,160 ","$3,527,160 ","$3,695,160 ","$5,675,766 "
286,Aleksej Pokusevski,"$3,261,480 ","$5,009,633 ","$7,073,602 ",$0 
287,Kevin Porter,"$3,217,631 ","$15,860,000 ","$15,860,000 ","$15,860,000 "
288,Trey Murphy,"$3,206,520 ","$3,359,280 ","$5,159,854 ","$7,285,713 "
289,Simone Fontecchio,"$3,205,128 ","$3,044,872 ",$0 ,$0 
290,Andre Drummond,"$3,200,000 ","$3,360,000 ",$0 ,$0 
290,Derrick Jones,"$3,200,000 ","$3,360,000 ",$0 ,$0 
292,Dalen Terry,"$3,191,400 ","$3,350,760 ","$3,510,480 ","$5,399,118 "
293,Sterling Brown,"$3,122,602 ",$0 ,$0 ,$0 
294,Josh Green,"$3,098,400 ","$4,765,339 ","$6,762,016 ",$0 
295,Jake LaRavia,"$3,047,640 ","$3,199,920 ","$3,352,680 ","$5,163,127 "
296,Tre Mann,"$3,046,200 ","$3,191,400 ","$4,908,373 ","$6,964,982 "
297,Kevin Knox,"$3,000,000 ","$3,000,000 ",$0 ,$0 
298,Saddiq Bey,"$2,959,080 ","$4,556,983 ","$6,498,258 ",$0 
299,Malaki Branham,"$2,925,600 ","$3,071,880 ","$3,217,920 ","$4,962,033 "
300,Joe Wieskamp,"$2,909,261 ","$1,927,896 ",$0 ,$0 
301,Kai Jones,"$2,909,040 ","$3,047,880 ","$4,693,735 ","$6,693,266 "
302,Blake Griffin,"$2,905,851 ",$0 ,$0 ,$0 
302,Robin Lopez,"$2,905,851 ",$0 ,$0 ,$0 
302,Markieff Morris,"$2,905,851 ",$0 ,$0 ,$0 
302,Andre Iguodala,"$2,905,851 ",$0 ,$0 ,$0 
302,Serge Ibaka,"$2,905,851 ",$0 ,$0 ,$0 
302,Udonis Haslem,"$2,905,851 ",$0 ,$0 ,$0 
302,Wesley Matthews,"$2,905,851 ",$0 ,$0 ,$0 
302,Austin Rivers,"$2,905,851 ",$0 ,$0 ,$0 
302,Bismack Biyombo,"$2,905,851 ",$0 ,$0 ,$0 
302,Taj Gibson,"$2,905,851 ",$0 ,$0 ,$0 
312,RJ Hampton,"$2,898,243 ","$1,927,896 ",$0 ,$0 
313,Andrew Nicholson,"$2,844,429 ","$2,844,429 ",$0 ,$0 
314,Precious Achiuwa,"$2,840,160 ","$4,379,526 ","$6,275,861 ",$0 
315,Christian Braun,"$2,808,600 ","$2,949,120 ","$3,089,640 ","$4,921,797 "
316,Jordan Nwora,"$2,800,000 ","$3,000,000 ",$0 ,$0 
317,Jalen Johnson,"$2,792,640 ","$2,925,360 ","$4,510,905 ","$6,464,127 "
318,Tyrese Maxey,"$2,726,880 ","$4,343,920 ","$6,259,588 ",$0 
319,Bruno Fernando,"$2,717,391 ","$2,581,522 ","$2,717,391 ","$2,853,260 "
320,Walker Kessler,"$2,696,400 ","$2,831,160 ","$2,965,920 ","$4,878,938 "
321,Keon Johnson,"$2,681,040 ","$2,808,720 ","$4,474,291 ","$6,447,453 "
322,Charles Bassey,"$2,674,742 ","$2,600,000 ","$2,500,000 ","$2,500,000 "
323,Dennis Schroeder,"$2,641,682 ",$0 ,$0 ,$0 
324,TJ Warren,"$2,628,597 ",$0 ,$0 ,$0 
324,Matthew Dellavedova,"$2,628,597 ",$0 ,$0 ,$0 
326,Trey Lyles,"$2,625,000 ",$0 ,$0 ,$0 
327,Zeke Nnaji,"$2,617,800 ","$4,306,281 ","$6,235,495 ",$0 
328,David Roddy,"$2,588,640 ","$2,718,240 ","$2,847,240 ","$4,831,766 "
329,Isaiah Jackson,"$2,573,760 ","$2,696,280 ","$4,435,380 ","$6,422,431 "
330,MarJon Beauchamp,"$2,485,200 ","$2,609,400 ","$2,733,720 ","$4,781,276 "
331,Usman Garuba,"$2,471,160 ","$2,588,400 ","$4,392,515 ","$6,391,109 "
332,Montrezl Harrell,"$2,463,490 ","$2,760,026 ",$0 ,$0 
332,Raul Neto,"$2,463,490 ",$0 ,$0 ,$0 
332,Frank Kaminsky,"$2,463,490 ",$0 ,$0 ,$0 
335,Willy Hernangomez,"$2,443,581 ","$2,559,942 ",$0 ,$0 
336,Theo Maledon,"$2,408,891 ","$1,761,752 ",$0 ,$0 
